,Location,Month,OriginalTweet,Country,Cleaned_Tweet,TweetAt
563,,Mar,Walter White or just a cautious dude outside my grocery store in Montreal? #coronavirus https://t.co/L1ktSWzJjX,Italia,walter white or just a cautious dude outside my grocery store in montreal coronavirus ,2020-03-16
23144,Wisconsin,Mar,Wisconsin companies accused of price gouging https://t.co/CP3aulDzZG #LegalNews #wisconsin,United States,wisconsin companies accused of price gouging  legalnews wisconsin,2020-03-25
9369,"North East, England",Mar,Looking to chat to someone who works in a supermarket in the if you do my DMs are open Thanks  ,United Kingdom,looking to chat to someone who works in a supermarket in the if you do my dms are open thanks  ,2020-03-20
16882,Disneyland,Mar,Grocery store pharmacy employees delivery drivers truckers stockers restaurant staff amp more is shining a light on what it means to be an  essential worker  and is a reminder that we must keep pushing for living wages paid sick leave health insurance amp more,United States,grocery store pharmacy employees delivery drivers truckers stockers restaurant staff amp more is shining a light on what it means to be an  essential worker  and is a reminder that we must keep pushing for living wages paid sick leave health insurance amp more,2020-03-23
3931,New Account ,Mar,"7 stocks that could profit from #coronavirus:

$MRNA Industry: Biotech 
$GILD Industry: Biotech
$CLX Industry: Consumer 
$COST Industry: Retail 
$LAKE Industry: Safety 
$ZM Industry: Technology
$RNG Industry: Technology",United States,  stocks that could profit from coronavirusmrna industry biotech gild industry biotechclx industry consumer cost industry retail lake industry safety zm industry technologyrng industry technology,2020-03-18
21197,"Englewood Cliffs, NJ",Mar,As pandemic continues to spread TGT is withdrawing prior guidance suspending buybacks and giving raises and bonuses to its store associates CEO Brian Cornell on the steps the retail giant is taking,United States,as pandemic continues to spread tgt is withdrawing prior guidance suspending buybacks and giving raises and bonuses to its store associates ceo brian cornell on the steps the retail giant is taking,2020-03-25
14941,"Accra, Ghana",Mar,"@DWteVelde writes: ""In #Nigeria, the fall in oil and stock prices has widened bond spreads and put pressure on the Naira.""
The economic impact of #coronavirus is real.
https://t.co/vwNOi40vMB",Ghana,dwtevelde writes in nigeria the fall in oil and stock prices has widened bond spreads and put pressure on the nairathe economic impact of coronavirus is real,2020-03-22
4567,"Muscat, Oman",Mar,"PACP closes two pharmacies for hiking face mask prices

#OmanObserver #Oman #COVID2019 

#??????? #????_?????_?????

 https://t.co/f1nWdadPwY",عمان,pacp closes two pharmacies for hiking face mask pricesomanobserver oman     ,2020-03-18
20101,Australia,Mar,"COVID-19 is causing online sales to increase, with consumers spending:
- 20% more on online groceries
- 27% more on healthcare products
- 35% more on underwear and lingerie
See how else the outbreak is shaping consumer behaviour here. https://t.co/hgQYOBB7Zq""",Australia,  is causing online sales to increase with consumers spending   more on online groceries   more on healthcare products   more on underwear and lingeriesee how else the outbreak is shaping consumer behaviour here ,2020-03-24
7772,"St Petersburg, FL",Mar,"Consumer analyst Matt McClintock published, ""The McClintock Model To Retail/Consumer Investing in COVID-19 World"" with evaluation of his list of companies that includes names such as $NKE, $AZO, $LULU, $TGT, $HD and $TSCO according to measures of resiliency and flexibility.",United States,consumer analyst matt mcclintock published the mcclintock model to retailconsumer investing in   world with evaluation of his list of companies that includes names such as nke azo lulu tgt hd and tsco according to measures of resiliency and flexibility,2020-03-19
9382,New Orleans,Mar,Health Care Workers Grocery Store Employees and Truck Drivers Are now more important than Pro Athletes Actors and Famous Musicians  ,United States,health care workers grocery store employees and truck drivers are now more important than pro athletes actors and famous musicians  ,2020-03-20
4606,New York City,Mar,"Honest to goodness, biggest take away from today's survey of NYC food &amp; culture under #coronavirus is that we do not eat fruits &amp; vegetables or do not consider them in stocking essentials. Lemons are low in a few places but that's all. Says something about our consumer profile. https://t.co/v0kd3boc4B",United States,honest to goodness biggest take away from todays survey of nyc food amp culture under coronavirus is that we do not eat fruits amp vegetables or do not consider them in stocking essentials lemons are low in a few places but thats all says something about our consumer profile ,2020-03-18
8705,"London, England",Mar,#lol #CoronaVirusUpdate #stopstockpiling #StopHoarding #looroll #bogroll #toiletpaper #toiletpapercrisis #ToiletPaperPanic #IDIOTS #coronavirus #AnimalCrossingNewHorizons #AnimalCrossing #StayAtHome #StayTheFHome #panicbuying #panicbuyers #panicshopping #panicbuyersuk stockpiling https://t.co/eZamxDWrty,United Kingdom,lol coronavirusupdate stopstockpiling stophoarding looroll bogroll toiletpaper toiletpapercrisis toiletpaperpanic idiots coronavirus animalcrossingnewhorizons animalcrossing stayathome staythefhome panicbuying panicbuyers panicshopping panicbuyersuk stockpiling ,2020-03-20
21479,Scotland,Mar,Maine fishermen turn to direct to consumer outlets,United Kingdom,maine fishermen turn to direct to consumer outlets,2020-03-25
18422,"Kralapora, Jammu And Kashmir",Mar,"Sanitizer Istemal Karna Kaisa 
#Coronavirus #CoronaVirusUpdates #CoronaVirusOutbreak #COVID19 #CoronaVirusPakistan #CoronavirusPandemic #CoronavirusOutbreakindia
#RRQ
#share_as_sadqa_e_jariah
And keep watching @MadaniChannel for more https://t.co/rZjvHIUCDm",,sanitizer istemal karna kaisa coronavirus coronavirusupdates coronavirusoutbreak   coronaviruspakistan coronaviruspandemic coronavirusoutbreakindiarrqshareassadqaejariahand keep watching madanichannel for more ,2020-03-23
4557,"England, United Kingdom",Mar,Rwanda: More Rwandans Opt for Online Shopping Amidst COVID-19 Pandemic https://t.co/7DbRKFjaFQ,United Kingdom,rwanda more rwandans opt for online shopping amidst   pandemic ,2020-03-18
8259,"Arlington, VA",Mar,"@uswheatassoc is closely monitoring the effects of the COVID-19 pandemic on global wheat trade dynamics. According to a host of U.S. grain traders, it is too soon to tell the immediate effects on the international demand for U.S. wheat.

More at: http",United States,uswheatassoc is closely monitoring the effects of the   pandemic on global wheat trade dynamics according to a host of us grain traders it is too soon to tell the immediate effects on the international demand for us wheatmore at ,2020-03-19
13397,,Mar,"If cars in the supermarket parking lot can do #SocialDistancing then humans can do it too! Stay safe and take care of your loved ones, your neighbors and friends but from a distance. #Covid_19 #StaySafeStayHome #YoMeQuedoEnCasa https://t.co/c23CUi2TJM",Italia,if cars in the supermarket parking lot can do socialdistancing then humans can do it too stay safe and take care of your loved ones your neighbors and friends but from a distance   staysafestayhome yomequedoencasa ,2020-03-21
7452,UK,Mar,@NwSnapper @JimCame08675551 @JacJac66 Italy has experienced runs on pasta we are in a downward spiral however it requires intervention police in supermarkets reminding of social distance and calm sensible decisions us the answer POLICE IT supermarket ques,United Kingdom,nwsnapper     italy has experienced runs on pasta we are in a downward spiral however it requires intervention police in supermarkets reminding of social distance and calm sensible decisions us the answer police it supermarket ques,2020-03-19
4003,"Bergen County, NJ",Mar,Supporting our local restaurants *and* saying thanks to grocery store workers ?? Hope everyone at Kings in Cresskill enjoyed the TPR lunch ? ? #payitforward #COVID19 #coronavirus #supportsmallbusiness https://t.co/mO5THQypVu,United States,supporting our local restaurants and saying thanks to grocery store workers  hope everyone at kings in cresskill enjoyed the tpr lunch   payitforward   coronavirus supportsmallbusiness ,2020-03-18
