,Tweet_id,User_id,TweetAt,Location,OriginalTweet,Country
3052,1397694368060952579,1221304274338140161,2021-05-26 23:21:19,florida man,Got my first vaccine shot swag,España
3054,1397694362931417090,1358139335254675461,2021-05-26 23:21:18,,"@annbauerwriter if they'd been honest and thorough the voluntary uptake would be &lt;20% mainly elderly and frail......

under 60 healthy might die driving to the vaccine as from covid 19....",Italia
3055,1397694362486595587,773224072503111680,2021-05-26 23:21:18,,"@catherine___c Keep Gladys ..one of the most corrupt premiers and her band of perverts
But do send purpose built quarentine centres and an improved vaccine roll-out.  How was your Xmas btw?
Australia last in the advanced world in vaccines. Maybe Gladys can have a word to our do nothing PM",Italia
3057,1397694360825733123,1537658192,2021-05-26 23:21:18,,@_DanSc Currently distilling my worry and despair into pure concentrated rage at the Morrison government for stuffing up the vaccine rollout this badly.,Italia
3058,1397694343394234374,18190712,2021-05-26 23:21:14,"Durham, NC","We need to: 
Listen to community members to find out why they are reluctant to get the vaccine
Include community members in the decision making 
Recommend vaccination to your community.",United States
3059,1397694343234740224,824381001350606848,2021-05-26 23:21:13,"Washington, USA","@archer_rs I got the Johnson &amp; Johnson vaccine... I checked this morning and have no Johnson! I mean I didn't start with one, but with a name like that was still kinda surprised.",United States
3062,1397694340374409218,18190712,2021-05-26 23:21:13,"Durham, NC",What would Dr. Jenkins say if people are still reluctant to get the vaccine?  #DropInWithDrB #RIDEUNITEDNC @bahbybanks @dontbeahost,United States
3063,1397694339636031493,799473642086100992,2021-05-26 23:21:13,"Oregon, USA","@cozca503 I got this email this morning
Event Info
J&amp;J COVID-19 Vaccine 5/26-5/28
05-26-2021
One Medical
CONTACT: https://t.co/4DrfaworWQ

You can search for events using the Get Vaccinated Oregon tool's Vaccine Locator Map.
To access the map visit https://t.co/UV9fChbxUL",United States
3064,1397694339535413248,292243085,2021-05-26 23:21:13,Darkinjung country,"@mjrowland68 Nice deflection Michael. The real issue is 2 matters that are Commonwealth Govt responsibility. Vaccine supply into Australia and proper Quarantine regime. As a journalist, have you asked why the Fed Govt is still insisting on the temporary Hotel Quarantine that were rushed in?",N/A
3065,1397694331637616645,57718755,2021-05-26 23:21:11,"Rochester, Minnesota",JUST IN: A spokesperson says the incentives will include state park passes and fishing licenses as well as fair and amusement park tickets. https://t.co/VWaOx36t4L,United States
3067,1397694320770260992,895038040799928320,2021-05-26 23:21:08,"Bolton, England","@lorna_mckain @DAaronovitch @adamboultonSKY And which of those countries have developed a vaccine?

Answer. None. 

Locking down for other countries like the UK to save them.",United Kingdom
3068,1397694315145666567,1364263036819767297,2021-05-26 23:21:07,"she/her, 23","its nearlY JUNE OF 2021 AND I'VE HAD NO GRADUATION AND NOT EVEN A 1ST DOSE OF THE VACCINE I HATE THIS BEANS ON TOAST COUNTRY

 https://t.co/Lnj2k4RBqy",United States
3069,1397694307281248257,164554364,2021-05-26 23:21:05,High likelihood of a beach,"French and German YouTubers, bloggers and influencers have been offered money by a supposedly UK-based PR agency with apparent Russian connections to falsely tell their followers the Pfizer/BioNTech vaccine is responsible for hundreds of deaths.  https://t.co/92tia8dLis",N/A
3070,1397694304114528256,1287624687573327873,2021-05-26 23:21:04,tubbo apologist | AC: sadist,ranboo i am getting a vaccine https://t.co/HS2AyUYNtT,N/A
3072,1397694298427174913,796613371319742465,2021-05-26 23:21:03,TX,"@tylerk_mla @Fiorella_im As someone who still believes the jab is a hell of a lot safer than the virus itself, with all its side effects and chronic aftereffects, open discussion of vaxx side effects is OK, actually. Silencing discussion does more to aid vaccine hesitancy than a few anecdotes ever did.",United States
3074,1397694295302283271,19053273,2021-05-26 23:21:02,norcal,If you think thats selfish of me you can go fuck off. Hahaha no but seriously chronic pain sucks my balls. I'll get the vaccine once my disease is under control. So in like a month or so. Dont worry im still masked up and santized all day.,Australia
3076,1397694289723936772,334230293,2021-05-26 23:21:01,"Wood River, Illinois 62095","Appointments Preferred, Walk-Ins Welcome

Anyone 12 or older is eligible (no matter where you live) - Pfizer vaccine 
Friday, May 28th at 9:00am-3:00pm 
American Legion Post #214, Bethalto 
Schedule and details:  https://t.co/uc5uWuucvr

#COVID19 #VaxUpIL #PublicHealth https://t.co/oz3C6ag2fw",United States
3078,1397694266261086208,1122994270883983360,2021-05-26 23:20:55,United States,"I just saw a post on Facebook where this woman said the vaccination made her sick, Facebook was nice enough to post a disclaimer that the vaccine is totally safe.",United States
3079,1397694255586414596,1342113146538901504,2021-05-26 23:20:53,Southwest Wa,@RobMitchellMP @ScottMorrisonMP Dont forget the vaccine is Not compulsory,United States
3080,1397694254269403136,287049544,2021-05-26 23:20:52,,C'mon @VictorianCHO - open up the vaccine rollout more broadly. I'd be there tomorrow with my sleeve all pre-rolled up. Let's take advantage of this current hiccup and get everyone vaccinated whilst they're motivated.,Italia
3082,1397694246296211456,114509277,2021-05-26 23:20:50,True north strong & free 🇨🇦,@dan_hanke Astra Zeneca is like a 'traditional' technology vaccine (not mRNA technology).,N/A
3083,1397694241632141318,4226271514,2021-05-26 23:20:49,,Scientists claim to have solved Covid vaccine blood-clot puzzle https://t.co/UoHupH5Wcw via @financialtimes,Italia
3084,1397694233096507395,894182142,2021-05-26 23:20:47,"Broken Hill, New South Wales","@erinmarissa43 @somewherein84 @ScottMorrisonMP The Indian variant is vaccine resistant, even if you had the vaccine it would only be a Bandaid. Hotel Quarantine needs to be fixed ASAP.",Australia
3085,1397694232882712576,39755667,2021-05-26 23:20:47,DFW area,"""Over 10,000 COVID-19 Infections Recorded in Americans Who Received a Vaccine: CDC""
From the Epoch Times",United States
3086,1397694227321004033,1324486539921879040,2021-05-26 23:20:46,dab me up!,@ranaltboo AYO HOLD UP IM GETTING THE VACCINE,Burkina Faso
3089,1397694214683738113,2496637136,2021-05-26 23:20:43,Derbyshire | He/Him,"@leo1979xz So much courage he couldn't make basic decisions on 99 out of 100 pandemic issues. The vaccine programme is great, but tell me, does it have the power to resurrect 128,000 dead people, many of whom died needlessly because of this Prime Minister's incompetence?",N/A
3092,1397694202146824194,1153897596814893057,2021-05-26 23:20:40,Australia,"How many more outbreaks do we need for our gov to do the basic right things!! Its simple really 
- speed up the vaccine rollout 
- build quarantine facilities outside of major cities 
#COVID19Vic #COVID19Aus #AstraZeneca #auspoI #vaccinated #vaccine",Australia
3094,1397694199269576711,1380525710566174720,2021-05-26 23:20:39,,@nytimes The $5M pays for itself if the vaccine can prevent just a few severe cases considering medical costs,Italia
3095,1397694197331730434,3760646959,2021-05-26 23:20:39,"""C'est le Nord...""","Canada's first dose vaccine rate now outpaces U.S.  https://t.co/Scvj1S7O9q via @NatObserver 
.@Jenni_Byrne",Brasil
3097,1397694193753989124,438108753,2021-05-26 23:20:38,,"@newby007 @PatsKarvelas Uk under 50 are not entitled to have a vaccine unless you are an essential worker. You are not counting all people that were admitted to ICU because of AZ vaccine clot. Uk bought dozens of millions of doses of Pfizer, Moderna, etc. unlike AUS. Deaths of AZ are over and under 50.",Italia
3099,1397694185533149184,1364375400395104256,2021-05-26 23:20:36,,Hope all you wokeys that wanted to bring this mutant virus in are really happy now. And of course the government will run the narrative that the vaccine is the problem. we had 0 cases until we started doing this. Shut all borders. #travelban,Italia
3100,1397694183943512066,2305838960,2021-05-26 23:20:36,"Sherwood Park, Alberta Canada",@KevinCTV @JWongGlobalNews @MBellefontaine can someone please ask @CMOH_Alberta about pharmacies reporting vacant vaccine appointments &amp; if some of us can get 2nd dose if they remain open,Canada
3103,1397694157280317440,1324486539921879040,2021-05-26 23:20:29,dab me up!,@Ranboosaysstuff i will cry im getting my vaccine rn,Burkina Faso
3105,1397694153304133633,1609844444,2021-05-26 23:20:28,"Vancouver, British Columbia",Vaccine Get! 1st Jab Complete!,Canada
3108,1397694130332094465,1345538167831748615,2021-05-26 23:20:23,,@SaraGonzalesTX Any parent injecting their young children with a vaccine with no lengthy study of side effects is a fail parent,Italia
3109,1397694130042687488,2549616986,2021-05-26 23:20:23,Australia,Morrison &amp; Tehan choose people over profits. Support the vaccine waiver! via @GetUp https://t.co/DTrhLuAAxe,Australia
3110,1397694123767783428,228409103,2021-05-26 23:20:21,"Seattle, WA","dude in his late 50s just told us he's not getting the  vaccine until he can bank some sperm 'in case he wants to have more children some day'

of all the utterly fatuous self-invested bs...",United States
3111,1397694118155808772,1375249725843140608,2021-05-26 23:20:20,,"@RepJayapal Yes, send every country vaccine. 

But also, can you or someone call Modi and encourage him to take some responsibility, make some hard choices, and order a national lockdown?",Italia
3112,1397694113781149697,871696927045320704,2021-05-26 23:20:19,"Johor Bahru, Johor",Mak ayah already got their appointment for vaccine last night..alhamdulillah..another 3wks..stay strong mak ayah..,Malaysia
3113,1397694113441587202,73813227,2021-05-26 23:20:19,United States,A Sketchy Company Tried to Recruit and Pay Influencers in France &amp; Germany to Smear the Pfizer Vaccine with Disinformation.  Surprise - the Vapor Company Traces Back to Moscow  https://t.co/n37OSJeGNr,United States
3114,1397694102502785025,1356104059460202496,2021-05-26 23:20:16,Oklahoma,"67 appointments at Any Dose - Pfizer, Moderna, Johnson &amp; Johnson - OCCC (June 10)
#Oklahoma #COVID #Vaccine
https://t.co/x14MWSKze5 https://t.co/7a7dUK9fIG",United States
3115,1397694098140663809,3074039856,2021-05-26 23:20:15,,"@deNutrients @Glen50192061 Wrong. Stop pushing disinformation https://t.co/SBkNF7eCdQ(95%25,against%20critical%20coronavirus%2Drelated%20hospitalization%20(",Italia
3116,1397694095011639300,1344219879428206592,2021-05-26 23:20:14,WW,@GardenerMinOne Yes there was no statistically significant difference between the groups. It is possible that the effect of the vaccine is anywhere between 125% worse and 96% better (it is unclear how they calculate the percentage worse in this confidence interval),Chile
3118,1397694093959041035,1274469448469016576,2021-05-26 23:20:14,Canada,Majority of Canadians support mandatory vaccine passports for international travel: poll https://t.co/FF9EunoyRV,Canada
3120,1397694091631251463,636383066,2021-05-26 23:20:14,🇨🇦,for the record I had 0 vaccine side effects like a fucking King,N/A
3124,1397694082130997252,563319506,2021-05-26 23:20:11,United States,"Join the CVS Health team! See our latest job opening here: https://t.co/p5iGfmADhV #Tempe, AZ #HealthyCareer",United States
3126,1397694079438188546,31666814,2021-05-26 23:20:11,"Gaylord, MI",https://t.co/nFkPv3sXdX another reminder that anyone over 18 in queensland can register for vaccine right now and they are DESPERATE because there is more supply than demand so plenty of people under 40/not priority can get vaxxed right now,United States
3128,1397694071884288001,1150974394363027456,2021-05-26 23:20:09,,@dockaurG The vaccine is the bioweapon.,Italia
3129,1397694069103419399,13339612,2021-05-26 23:20:08,Zurich Switzerland,Nick Offerman Testifies To Congress On Vaccine Hesitancy https://t.co/boSbeXRPM6,Schweiz/Suisse/Svizzera/Svizra
3130,1397694067329404929,1729682618,2021-05-26 23:20:08,"Lagos,Nigeria","For ladies on my CL:
Human Papilloma Virus (HPV) is a sexually Transmitted diseases (STDs)
The bad news is, it's the major causes of cervical cancer.
The good news is, there's a vaccine to prevent this.
Please kindly contact a PHC provider for assistance
It's almost free
#oleout",Nigeria
